Name,Age,Gender,Location,Education Level,Occupation,Hobbies,Religious Beliefs,Preferred Age Range,Preferred Gender,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness to Experience,Smoking Habits,Drinking Habits,Dietary Preferences,Fitness Level,Date of Birth,Zodiac Sign,Past Relationship Experience,Number of Relationships,Important Qualities,Deal Breakers,Relationship Goals,Salary
Brittany,30,M,Stephanieberg,Masters,"Surveyor, rural practice",guess;company;art,Buddhist,28-50,F,6,7,3,2,6,No,No,Vegan,8,29/11/1964,Sagittarius,Yes,5,Support,Smoking,Casual,41023
Christopher,52,M,South Derrick,High School,Geoscientist,material;us,Jewish,30-44,F,5,3,9,8,4,Yes,Yes,Vegetarian,7,31/07/1970,Leo,No,0,Honesty;Support,Smoking;Disloyalty,Marriage,51447
Russell,23,F,Elizabethhaven,Masters,"Scientist, water quality",which;public,Christian,20-41,F,9,3,4,7,5,Yes,Yes,Other,10,18/06/1962,Gemini,Yes,4,Kindness;Honesty;Humor,Negativity,Long-term,155899
Melinda,31,F,East Zachary,High School,Personal assistant,example;control,Jewish,30-34,F,8,1,3,2,7,No,No,Other,9,03/12/1961,Sagittarius,Yes,0,Intelligence;Kindness,Disloyalty;Smoking,Long-term,53959
Natalie,37,F,East Amyfurt,Masters,Video editor,tonight,Muslim,21-31,F,6,5,9,5,4,Yes,Yes,Non-Vegetarian,5,03/06/1983,Gemini,Yes,4,Humor,Disloyalty;Disloyalty,Casual,96203
Joseph,42,M,Blackton,Masters,Youth worker,meeting;player,Buddhist,28-44,F,9,6,9,5,10,No,No,Vegan,1,02/12/1974,Sagittarius,No,0,Support;Intelligence,Negativity;Negativity,Long-term,149156
Carlos,49,F,Johnsonhaven,Masters,Armed forces logistics/support/administrative officer,level,Jewish,28-43,M,6,3,1,4,10,Yes,No,Other,9,03/05/2000,Taurus,Yes,1,Honesty;Kindness,Disloyalty;Smoking,Long-term,190775
Daniel,46,M,Lucashaven,Bachelors,"Designer, graphic",entire,Other,20-41,F,2,5,5,7,8,No,Yes,Vegetarian,2,19/02/1997,Pisces,No,0,Support;Honesty,Smoking;Smoking,Long-term,39337
Daniel,37,F,Hortonburgh,Bachelors,Set designer,population;across;challenge,Christian,21-31,M,3,7,1,1,5,No,No,Other,3,11/11/1985,Scorpio,Yes,1,Compatibility;Kindness;Kindness,Negativity;Disloyalty,Long-term,76427
Brian,29,F,West Matthew,PhD,"Teacher, early years/pre",must;sell;heart,Christian,26-47,M,1,5,1,5,6,No,Yes,Vegetarian,8,21/11/1982,Scorpio,No,0,Kindness;Honesty,Disloyalty;Negativity,Casual,91529
Eric,47,F,West Robertside,PhD,"Teacher, music",environmental;responsibility,Buddhist,27-45,F,3,8,2,5,5,No,Yes,Vegetarian,6,02/09/1980,Virgo,Yes,0,Compatibility,Negativity;Disloyalty,Long-term,132023
Courtney,37,F,New Melvinview,High School,Corporate investment banker,enjoy;doctor,Buddhist,23-31,F,4,5,2,5,5,Yes,Yes,Non-Vegetarian,5,23/10/1995,Scorpio,Yes,2,Intelligence;Honesty;Humor,Smoking;Smoking,Long-term,114665
John,33,M,East Donaldstad,Bachelors,Museum/gallery exhibitions officer,father;nor,Buddhist,23-41,M,7,6,3,10,6,Yes,Yes,Vegetarian,10,18/07/1965,Cancer,Yes,4,Humor,Smoking,Marriage,135787
Julia,58,F,Port Anthonyshire,Masters,Pharmacologist,discussion,Hindu,30-33,M,2,8,10,5,6,No,No,Vegetarian,4,17/12/2000,Sagittarius,Yes,3,Kindness;Honesty,Negativity;Disloyalty,Casual,192993
Elizabeth,50,M,East Valerie,Bachelors,Teaching laboratory technician,which;end,Other,22-44,F,9,3,7,2,6,Yes,Yes,Other,3,16/08/1969,Leo,No,0,Compatibility,Negativity,Long-term,63307
Sarah,41,M,West Philipside,Masters,Chartered loss adjuster,during;number;vote,Hindu,29-35,M,4,4,4,5,7,Yes,Yes,Vegetarian,9,06/02/1986,Aquarius,Yes,5,Humor;Humor,Disloyalty;Smoking,Long-term,188427
Daniel,39,M,West Angelica,Masters,"Engineer, mining",student;firm;by,Muslim,20-41,F,9,9,10,10,1,Yes,No,Non-Vegetarian,10,18/03/1971,Pisces,No,0,Support;Support;Compatibility,Smoking,Casual,157016
Jessica,57,F,North Anthonyhaven,Bachelors,"Therapist, nutritional",pressure;alone;citizen,Jewish,27-40,M,5,7,7,6,7,Yes,No,Other,3,10/05/1995,Taurus,Yes,0,Support;Compatibility,Smoking,Casual,34835
Brandon,45,M,North Gary,PhD,Building services engineer,from,Other,27-48,F,5,9,7,6,3,Yes,No,Non-Vegetarian,8,09/08/2002,Leo,Yes,3,Humor,Negativity;Disloyalty,Casual,50159
Beverly,18,M,East April,High School,Archivist,manage;amount,Hindu,25-42,F,9,9,1,4,6,No,No,Non-Vegetarian,8,05/05/1981,Taurus,Yes,3,Kindness;Compatibility,Smoking,Marriage,151790
Matthew,34,M,Jamesbury,Bachelors,Quarry manager,or,Hindu,27-39,F,10,2,6,9,3,Yes,Yes,Vegetarian,7,09/05/1963,Taurus,No,0,Compatibility;Intelligence,Disloyalty;Smoking,Marriage,135616
Elizabeth,35,M,Port Tina,Masters,Control and instrumentation engineer,under;new;reality,Atheist,25-45,M,7,3,2,6,7,Yes,No,Non-Vegetarian,6,29/06/1963,Cancer,No,0,Kindness,Smoking,Long-term,199160
Christopher,21,F,Martintown,Bachelors,Food technologist,our;lot,Buddhist,22-37,M,3,1,5,5,6,Yes,No,Vegetarian,3,27/09/1990,Libra,Yes,5,Intelligence;Intelligence;Support,Smoking;Disloyalty,Long-term,108752
Kevin,60,F,Lake Rachelbury,High School,Special effects artist,coach;owner;case,Muslim,30-46,F,3,8,8,3,5,No,No,Other,10,13/03/1994,Pisces,No,0,Honesty;Kindness;Kindness,Negativity;Smoking,Marriage,85284
Natalie,53,M,Rioston,Bachelors,Art therapist,author;artist;former,Atheist,21-47,M,1,6,7,2,5,Yes,Yes,Other,1,12/04/1983,Aries,Yes,0,Kindness;Humor;Humor,Disloyalty;Negativity,Casual,87043
Morgan,18,F,Lake Kristen,Bachelors,"Accountant, chartered",parent;industry,Christian,30-48,M,3,5,3,5,6,No,No,Vegetarian,5,06/05/2004,Taurus,Yes,3,Kindness,Smoking,Casual,196619
Franklin,53,F,North Holly,PhD,"Programmer, systems",soon;reflect;per,Atheist,22-44,M,6,7,4,8,4,Yes,Yes,Vegetarian,10,18/02/2002,Aquarius,Yes,2,Compatibility;Support,Disloyalty;Disloyalty,Marriage,127007
Marcus,26,F,Josephton,Bachelors,Homeopath,leave,Jewish,22-39,F,10,7,8,5,9,No,Yes,Vegan,8,23/03/2002,Aries,No,0,Humor;Humor;Compatibility,Disloyalty,Marriage,112844
Jasmine,45,F,Christinahaven,Masters,Sport and exercise psychologist,just,Buddhist,26-43,M,10,4,10,9,4,Yes,No,Vegan,2,30/04/1981,Taurus,Yes,1,Intelligence;Honesty,Negativity,Casual,57532
Timothy,60,M,New Leslieport,Bachelors,Trade union research officer,about;operation;parent,Jewish,30-32,M,1,9,7,5,10,Yes,Yes,Vegetarian,5,12/12/1973,Sagittarius,Yes,3,Compatibility;Kindness,Smoking;Negativity,Long-term,195421
Abigail,35,M,Lake Kelliside,Masters,"Psychologist, forensic",yeah,Jewish,20-42,M,10,9,6,4,6,Yes,Yes,Non-Vegetarian,9,28/10/1974,Scorpio,No,0,Support;Humor;Kindness,Smoking;Smoking,Long-term,152402
Jason,44,F,South Ericahaven,PhD,Quantity surveyor,represent;organization;watch,Jewish,21-40,F,4,4,3,8,8,Yes,No,Non-Vegetarian,5,29/04/1982,Taurus,No,0,Honesty;Honesty,Disloyalty;Smoking,Long-term,148012
Anna,59,F,Howellton,PhD,"Engineer, petroleum",account,Other,23-37,F,1,3,3,10,8,No,No,Vegetarian,8,20/01/1962,Aquarius,No,0,Kindness;Humor,Disloyalty;Negativity,Marriage,166785
Maxwell,52,M,Christopherhaven,High School,Architect,various;finish,Muslim,23-34,M,5,10,6,3,3,No,Yes,Vegetarian,1,15/07/1999,Cancer,Yes,3,Compatibility;Kindness,Negativity;Disloyalty,Long-term,86178
Jeffrey,39,M,Claytonbury,PhD,Museum/gallery conservator,trip;nothing;side,Christian,23-50,M,8,9,9,5,8,Yes,Yes,Non-Vegetarian,6,06/06/1984,Gemini,Yes,2,Honesty;Humor;Compatibility,Negativity;Smoking,Long-term,79407
Bianca,26,F,Dominicberg,High School,Chartered accountant,eight,Jewish,20-38,M,9,2,1,9,4,No,No,Other,7,31/10/1964,Scorpio,Yes,5,Humor;Honesty,Disloyalty;Disloyalty,Long-term,80990
Kim,38,M,Thomasview,High School,"Librarian, public",ability,Christian,26-38,M,1,7,7,4,5,Yes,No,Vegan,10,22/11/1962,Sagittarius,No,0,Intelligence;Humor,Negativity,Marriage,159473
Amy,24,F,Port Joyside,High School,"Engineer, aeronautical",go;find;federal,Jewish,25-32,M,6,8,5,5,9,Yes,Yes,Vegan,7,29/03/1969,Aries,No,0,Humor;Compatibility,Negativity,Long-term,88141
Mathew,55,F,North Breanna,Masters,Clothing/textile technologist,keep,Muslim,26-49,F,1,4,7,7,7,Yes,Yes,Other,5,28/10/1966,Scorpio,Yes,2,Compatibility;Humor,Smoking,Marriage,184865
Cheryl,53,M,South Johnbury,High School,Catering manager,require;enter,Other,30-33,M,4,4,1,1,1,Yes,Yes,Vegetarian,5,02/07/1985,Cancer,Yes,3,Compatibility;Kindness,Negativity;Disloyalty,Casual,86570
Christine,52,F,East Tylermouth,PhD,Hotel manager,situation;road;system,Muslim,22-50,M,8,6,6,6,6,Yes,No,Vegan,3,04/10/2004,Libra,No,0,Compatibility,Smoking,Casual,198964
Mark,22,M,North Teresa,High School,Contractor,task;enough;determine,Buddhist,27-39,M,7,6,7,8,4,No,No,Other,6,23/08/1961,Virgo,Yes,5,Humor;Support;Kindness,Smoking;Disloyalty,Marriage,31015
Sarah,55,F,Leonmouth,Bachelors,"Production assistant, radio",brother,Buddhist,22-50,M,4,9,5,9,1,No,Yes,Vegan,6,14/11/1989,Scorpio,Yes,1,Humor,Smoking;Disloyalty,Long-term,91813
Susan,54,F,Mollyside,PhD,Music therapist,one;section,Muslim,29-42,M,4,9,10,8,1,No,Yes,Vegan,4,30/01/2003,Aquarius,No,0,Kindness;Honesty;Intelligence,Smoking,Long-term,57712
Tamara,42,F,Karentown,High School,Science writer,step,Other,25-48,M,1,6,7,6,6,Yes,Yes,Non-Vegetarian,8,15/12/1964,Sagittarius,No,0,Kindness;Support;Humor,Negativity;Smoking,Long-term,130497
Jeffrey,24,F,South Jesseshire,Bachelors,Medical secretary,executive;upon,Atheist,28-32,M,3,9,9,5,6,Yes,No,Non-Vegetarian,8,13/08/1994,Leo,Yes,2,Support,Disloyalty,Casual,169487
Justin,31,F,Sabrinabury,High School,Economist,discover;audience,Jewish,25-48,F,7,8,2,3,3,Yes,No,Vegan,7,24/02/1978,Pisces,Yes,4,Support,Smoking,Marriage,142816
Mary,33,M,North Jennifer,Bachelors,Building control surveyor,financial;board,Christian,30-45,M,5,5,6,3,2,Yes,Yes,Non-Vegetarian,9,18/09/1999,Virgo,No,0,Intelligence,Negativity,Marriage,158778
Matthew,38,M,Gabriellefort,High School,"Nurse, adult",rise;always;majority,Muslim,25-35,M,4,8,1,7,4,No,No,Vegetarian,8,01/02/1999,Aquarius,No,0,Support;Intelligence,Negativity,Casual,92292
Jacqueline,24,M,New Heatherport,Masters,"Engineer, civil (contracting)",environment;choose,Buddhist,26-36,F,5,4,6,5,2,No,Yes,Vegetarian,10,01/05/1980,Taurus,No,0,Honesty,Smoking,Long-term,53833
Daniel,43,M,Port Stephanie,Bachelors,Trade mark attorney,author;according,Muslim,28-35,F,8,4,7,6,3,Yes,No,Vegan,5,13/05/1999,Taurus,No,0,Intelligence;Humor;Honesty,Disloyalty;Disloyalty,Casual,165230
Alyssa,58,F,Stephanietown,Bachelors,Bookseller,change;a,Hindu,24-44,F,10,10,7,2,6,No,Yes,Vegetarian,8,06/09/2001,Virgo,Yes,4,Kindness;Intelligence,Smoking,Long-term,50309
Russell,50,F,Vaughnside,High School,"Exhibitions officer, museum/gallery",mind,Hindu,23-31,F,4,4,7,8,6,Yes,Yes,Other,3,21/01/1963,Aquarius,No,0,Support,Disloyalty;Smoking,Long-term,36970
Tammy,26,F,Shelbytown,PhD,Secretary/administrator,drug;rate,Atheist,28-37,F,2,9,3,3,9,Yes,Yes,Vegetarian,2,17/09/1975,Virgo,Yes,4,Humor;Kindness,Disloyalty,Casual,102474
Ryan,51,M,Port Haleyport,Masters,Analytical chemist,story,Buddhist,30-45,M,1,9,2,4,8,Yes,Yes,Non-Vegetarian,2,05/12/2003,Sagittarius,No,0,Honesty;Support;Compatibility,Disloyalty,Casual,76540
Tina,22,F,Cassandrashire,Bachelors,Brewing technologist,attorney;capital,Atheist,23-40,F,9,8,8,7,3,No,Yes,Other,2,26/04/1984,Taurus,No,0,Honesty;Humor,Disloyalty,Long-term,181456
Sabrina,34,F,Rangelbury,PhD,Forensic psychologist,our;foreign;answer,Muslim,27-40,M,6,9,9,10,4,Yes,Yes,Vegan,8,25/01/1967,Aquarius,Yes,5,Support;Kindness;Honesty,Disloyalty,Casual,48017
Emily,59,M,South Kimberly,High School,Glass blower/designer,issue;big;model,Other,28-32,F,8,3,9,2,1,No,Yes,Other,9,08/09/1960,Virgo,Yes,0,Intelligence,Disloyalty,Marriage,105880
Christopher,20,F,Rodriguezburgh,High School,Structural engineer,current;good,Muslim,30-47,F,2,9,3,6,3,No,No,Other,2,01/01/2005,Capricorn,No,0,Support;Support,Negativity,Long-term,135570
Alyssa,55,M,Toddview,High School,Statistician,increase,Christian,24-32,M,1,2,9,6,2,Yes,No,Vegan,10,30/10/2000,Scorpio,Yes,4,Support,Smoking;Smoking,Long-term,38702
Joseph,25,M,Port Joshuaborough,Bachelors,Glass blower/designer,which;nothing;police,Buddhist,21-31,M,5,6,8,9,8,No,Yes,Vegan,5,06/01/1960,Capricorn,Yes,3,Intelligence;Intelligence;Honesty,Negativity;Disloyalty,Marriage,161456
Danielle,40,F,Port Lauren,Bachelors,Heritage manager,nature;play;certain,Atheist,23-33,F,2,1,2,10,8,Yes,Yes,Non-Vegetarian,8,02/01/1963,Capricorn,No,0,Intelligence;Humor,Negativity;Disloyalty,Marriage,30404
Hannah,45,M,Michaelmouth,Masters,Brewing technologist,around;opportunity,Buddhist,24-50,F,4,6,2,9,1,Yes,No,Vegetarian,10,05/12/1984,Sagittarius,No,0,Compatibility,Disloyalty;Smoking,Long-term,190261
Bryan,55,F,Laneland,Bachelors,Media buyer,brother;appear,Other,25-44,M,10,4,8,3,3,Yes,No,Vegan,10,13/03/1979,Pisces,Yes,4,Compatibility,Disloyalty;Disloyalty,Long-term,42763
Danielle,36,M,Sandrafort,Bachelors,"Production assistant, radio",single;religious,Christian,30-50,M,4,6,7,5,8,No,No,Other,9,22/04/1964,Taurus,Yes,3,Kindness,Disloyalty,Long-term,179456
Heather,59,M,Taylorbury,Masters,"Solicitor, Scotland",get;character;defense,Muslim,21-32,M,5,10,10,3,4,No,Yes,Vegan,5,31/10/1983,Scorpio,Yes,2,Honesty;Humor,Smoking;Negativity,Casual,128142
Edward,53,M,Mariahaven,Bachelors,Landscape architect,rather;them;it,Christian,25-44,M,5,8,9,1,10,Yes,No,Other,9,12/12/1969,Sagittarius,No,0,Honesty,Smoking;Smoking,Long-term,170932
Alexa,37,F,Christophermouth,Masters,"Psychologist, prison and probation services",Democrat,Jewish,29-31,M,4,9,4,8,1,Yes,No,Non-Vegetarian,7,18/02/1998,Aquarius,No,0,Kindness;Honesty,Disloyalty,Casual,110642
Devon,46,F,Conniehaven,PhD,Chief Financial Officer,listen;worry,Atheist,25-49,M,3,8,9,2,8,Yes,Yes,Non-Vegetarian,8,22/10/1976,Libra,Yes,3,Kindness;Honesty;Humor,Negativity;Negativity,Long-term,80612
Katelyn,38,F,Kristenstad,High School,Printmaker,suddenly,Hindu,21-45,F,7,8,4,9,10,Yes,Yes,Non-Vegetarian,8,08/04/1990,Aries,Yes,4,Humor;Humor;Compatibility,Disloyalty,Marriage,53574
Courtney,37,F,Lake Pamela,Masters,Colour technologist,range;edge;something,Hindu,26-43,M,2,4,7,4,1,No,No,Non-Vegetarian,9,10/11/2000,Scorpio,No,0,Intelligence;Intelligence,Negativity,Casual,53524
Bryan,45,M,Jonathanview,High School,Adult nurse,rather;also;care,Buddhist,20-38,F,7,10,4,4,6,Yes,No,Vegetarian,5,28/02/1974,Pisces,Yes,4,Compatibility,Negativity,Marriage,40916
Michael,22,F,Smithville,Masters,Music tutor,although;season;head,Hindu,28-40,M,4,5,5,8,7,Yes,Yes,Vegetarian,7,13/09/1969,Virgo,Yes,2,Humor;Honesty;Compatibility,Disloyalty;Negativity,Marriage,34809
Adam,40,M,Marcusfurt,High School,"Surveyor, insurance",town;support;reason,Jewish,22-45,F,5,4,3,4,6,No,No,Non-Vegetarian,5,01/04/1994,Aries,Yes,5,Support;Compatibility,Negativity,Casual,193273
Sean,40,M,Garyside,High School,Amenity horticulturist,family,Muslim,25-33,M,7,5,2,6,4,No,Yes,Non-Vegetarian,2,30/09/1967,Libra,No,0,Kindness,Disloyalty;Smoking,Marriage,174528
Thomas,37,M,North Sean,Masters,Advertising account planner,model;source,Christian,20-49,F,9,8,1,9,10,Yes,No,Vegan,9,03/12/2004,Sagittarius,Yes,2,Intelligence;Compatibility,Negativity;Negativity,Marriage,151288
Thomas,22,F,North Tiffanychester,PhD,Advertising account executive,project;cost;hot,Hindu,20-50,M,5,10,1,5,1,No,No,Non-Vegetarian,3,27/10/1975,Scorpio,Yes,5,Intelligence;Kindness;Support,Negativity;Negativity,Long-term,68765
James,49,M,North Robert,Masters,Public relations officer,mention;store;act,Atheist,26-41,F,6,3,4,8,8,Yes,Yes,Vegan,9,11/01/1970,Capricorn,No,0,Kindness;Kindness;Honesty,Negativity;Smoking,Long-term,195888
Keith,26,M,Josephhaven,High School,Museum/gallery conservator,land;model;sport,Hindu,25-47,F,4,10,8,1,1,No,Yes,Non-Vegetarian,10,29/11/1996,Sagittarius,Yes,4,Intelligence;Intelligence;Support,Negativity;Negativity,Casual,75106
Brenda,21,F,North Emmafort,Bachelors,Cartographer,until;music;break,Hindu,29-32,F,9,7,2,1,4,Yes,Yes,Vegan,9,30/01/1995,Aquarius,Yes,5,Intelligence,Disloyalty;Negativity,Marriage,83932
Kaitlyn,51,M,Valdezmouth,High School,Information officer,herself,Jewish,20-50,F,1,2,5,1,1,Yes,No,Vegetarian,4,18/06/2002,Gemini,No,0,Support;Support,Smoking;Negativity,Casual,178172
Steven,25,M,Port Timothy,High School,Chartered loss adjuster,use,Jewish,26-43,M,6,5,3,9,4,No,No,Other,2,18/09/1997,Virgo,No,0,Support;Kindness;Intelligence,Smoking,Long-term,87091
Miranda,59,M,West Richardstad,Bachelors,Tax inspector,dream,Christian,26-38,F,4,8,3,4,8,Yes,Yes,Vegetarian,10,02/04/1972,Aries,Yes,1,Kindness;Intelligence,Negativity;Disloyalty,Casual,51949
Stephanie,27,F,Matthewsville,PhD,Magazine features editor,compare,Other,25-38,M,4,8,1,1,4,Yes,No,Vegan,8,03/04/1997,Aries,Yes,3,Kindness,Disloyalty;Disloyalty,Marriage,67744
Benjamin,39,M,Garciaville,Masters,"Surveyor, minerals",some;behind,Atheist,22-32,M,7,3,8,9,10,No,No,Other,2,10/12/1997,Sagittarius,No,0,Compatibility;Compatibility,Disloyalty,Long-term,138319
Connie,37,M,South Felicia,High School,Water quality scientist,painting;radio,Muslim,25-43,F,8,2,3,10,9,Yes,Yes,Non-Vegetarian,8,26/01/1985,Aquarius,No,0,Compatibility,Negativity,Casual,122193
Michelle,32,M,East Kristenstad,PhD,"Journalist, magazine",special;receive;tell,Hindu,26-50,M,9,9,4,8,10,Yes,Yes,Other,7,07/10/1976,Libra,No,0,Support;Compatibility,Negativity,Marriage,66187
Elizabeth,39,M,Mariahaven,Bachelors,Television/film/video producer,stop;page;while,Buddhist,26-39,F,1,6,10,5,1,Yes,Yes,Vegan,2,16/08/1997,Leo,No,0,Humor,Disloyalty,Marriage,168311
Curtis,55,F,North Becky,High School,Quality manager,experience,Buddhist,29-38,F,6,8,10,10,10,No,No,Vegetarian,5,24/09/1986,Libra,No,0,Support;Support;Honesty,Disloyalty;Disloyalty,Long-term,154454
Kelly,29,F,Ruizmouth,Bachelors,Ship broker,clearly,Hindu,25-40,M,4,4,7,9,3,Yes,Yes,Other,2,13/09/1964,Virgo,No,0,Support;Support;Honesty,Smoking,Long-term,44489
Donna,25,M,Monicashire,Masters,Facilities manager,public,Christian,24-42,F,10,3,2,6,3,Yes,Yes,Other,7,12/03/1994,Pisces,Yes,5,Humor,Smoking,Marriage,91877
Marc,18,M,New Andrew,Bachelors,"Engineer, technical sales",listen,Atheist,30-50,F,8,9,6,7,10,Yes,Yes,Vegetarian,6,07/06/1965,Gemini,Yes,2,Intelligence;Honesty;Intelligence,Smoking,Marriage,79922
Luis,25,M,West Jillhaven,PhD,Agricultural engineer,window;force,Other,21-34,M,3,6,3,2,8,Yes,No,Other,5,22/04/1961,Taurus,No,0,Kindness;Compatibility;Compatibility,Negativity;Negativity,Marriage,124074
Shannon,29,F,Port Brandon,Bachelors,Firefighter,fine;relationship;on,Atheist,27-44,M,2,3,1,1,1,Yes,No,Vegetarian,2,11/07/1995,Cancer,Yes,5,Honesty;Honesty;Support,Negativity,Casual,193121
Wesley,47,F,Melodyview,Bachelors,Printmaker,next;Congress,Christian,29-37,M,10,7,1,8,9,No,Yes,Non-Vegetarian,2,12/11/1961,Scorpio,Yes,1,Compatibility;Honesty;Support,Disloyalty;Negativity,Marriage,67131
Jennifer,25,F,West Tina,Masters,Tax inspector,together;car,Buddhist,22-47,F,9,6,5,10,4,No,No,Non-Vegetarian,6,22/10/1960,Libra,Yes,5,Compatibility,Negativity;Smoking,Marriage,145765
Arthur,21,F,Smithfurt,High School,Clinical embryologist,improve,Buddhist,28-33,F,5,4,1,5,4,Yes,No,Other,1,22/06/1974,Cancer,Yes,3,Intelligence,Smoking,Marriage,103963
Tiffany,43,M,North Raymondview,PhD,Analytical chemist,drive;between,Buddhist,20-46,M,1,6,7,10,7,Yes,Yes,Vegan,4,08/01/1995,Capricorn,No,0,Compatibility;Support;Support,Smoking,Marriage,136884
Douglas,38,M,East Pamela,Bachelors,Scientific laboratory technician,once;even,Atheist,29-48,F,4,5,2,3,8,Yes,Yes,Non-Vegetarian,7,26/04/1980,Taurus,No,0,Intelligence,Smoking;Smoking,Long-term,155917
Brian,18,F,North Bernard,Bachelors,Secondary school teacher,pay,Hindu,27-40,F,2,3,7,7,8,Yes,Yes,Non-Vegetarian,3,08/12/1971,Sagittarius,No,0,Intelligence;Humor;Intelligence,Smoking;Disloyalty,Marriage,54285
Kenneth,40,M,Lake Kimberlybury,Bachelors,"Engineer, production",language;statement;thank,Other,30-39,M,1,3,4,3,5,Yes,Yes,Vegan,2,30/11/1995,Sagittarius,Yes,2,Compatibility,Smoking,Long-term,67626
Joseph,33,F,Medinafort,High School,Clinical embryologist,evening;interview,Other,24-31,F,8,10,2,1,2,No,Yes,Other,2,10/11/1986,Scorpio,No,0,Compatibility,Disloyalty,Marriage,49198
Thomas,43,F,Port Peter,Masters,Advertising account planner,heart;section;decade,Other,25-46,M,4,2,4,8,2,No,No,Other,6,13/07/1983,Cancer,No,0,Kindness;Humor,Negativity;Smoking,Long-term,180830
Laura,39,F,Thompsonchester,Bachelors,"Accountant, chartered",girl,Christian,29-42,M,10,6,8,7,8,No,Yes,Vegan,8,11/04/1997,Aries,Yes,3,Support;Support;Kindness,Disloyalty;Disloyalty,Long-term,45254
Matthew,53,M,Port Craigberg,Bachelors,Advertising account executive,off;will,Other,28-47,F,1,8,8,10,10,No,Yes,Other,4,03/10/1993,Libra,Yes,1,Compatibility;Honesty,Disloyalty,Casual,74238
Katherine,19,M,Sloanberg,High School,"Nurse, children's",voice;last,Hindu,28-36,M,9,6,2,3,2,Yes,Yes,Vegan,7,16/02/1962,Aquarius,Yes,0,Humor;Compatibility,Smoking;Negativity,Casual,31252
Amy,59,F,West Toddside,PhD,"Lecturer, further education",truth,Jewish,25-41,M,4,10,6,5,9,Yes,No,Vegetarian,9,02/07/1988,Cancer,Yes,2,Kindness;Honesty,Smoking,Marriage,69764
David,50,F,East Amanda,PhD,Building surveyor,approach,Atheist,30-38,M,1,6,3,4,3,No,Yes,Vegetarian,4,15/08/2003,Leo,Yes,3,Humor;Honesty;Intelligence,Negativity,Marriage,107709
Andre,56,M,North Traci,High School,"Engineer, civil (contracting)",allow;popular,Jewish,29-38,F,9,7,5,2,7,No,No,Non-Vegetarian,6,20/05/1994,Taurus,No,0,Kindness;Compatibility;Honesty,Smoking,Long-term,198513
James,36,M,Adambury,Masters,Occupational psychologist,according,Other,23-39,F,10,5,2,5,1,Yes,No,Other,4,10/05/1990,Taurus,No,0,Support;Humor,Smoking;Disloyalty,Casual,83682
Courtney,54,F,South Chelseahaven,Bachelors,"Engineer, site",agency;loss,Other,28-48,F,1,1,7,7,9,Yes,Yes,Vegetarian,3,26/09/1969,Libra,No,0,Kindness,Negativity,Long-term,89494
Gloria,52,F,Cruzport,Bachelors,Geophysical data processor,focus,Jewish,20-38,F,3,3,6,5,9,No,No,Non-Vegetarian,1,26/05/2004,Gemini,No,0,Intelligence;Compatibility,Disloyalty,Marriage,111317
Eduardo,30,M,Greenstad,Bachelors,"Engineer, control and instrumentation",data,Jewish,22-45,M,9,8,9,10,3,Yes,No,Other,5,25/04/1967,Taurus,No,0,Kindness;Humor,Disloyalty,Marriage,95215
Jennifer,26,M,Suemouth,Bachelors,Theatre manager,fire;least;strategy,Other,20-42,M,8,9,2,2,4,No,No,Vegan,6,22/05/1985,Gemini,Yes,1,Kindness,Negativity,Marriage,108587
Elizabeth,50,F,Jacobhaven,Bachelors,Electrical engineer,cup,Atheist,26-45,F,6,10,3,1,7,Yes,Yes,Vegetarian,4,23/08/1973,Virgo,Yes,0,Support;Kindness,Negativity;Negativity,Long-term,36949
